chankoma,11544.6,98.5493,189149,594
retina_,11544.1,98.2867,92477,595
YuuSakku,11541.1,97.4796,78486,596
unko,11532.7,96.1726,75850,596
stimix,11529.3,98.5666,97224,598
zin,11526.5,98.3613,143918,598
MietteDePain_,11519.3,98.1593,79999,600
XPeecc,11517.2,98.5447,102508,601
Homutan,11516.8,98.7937,119177,602
Nethersonic,11515.2,98.301,174011,603
Sanze,11513.1,99.1979,162998,604
Negaces,11512.6,98.5429,168265,605
Mandelion,11508.1,97.7826,72042,606
ftg,11500.9,98.9503,134448,607
Devon,11496.5,97.5414,203307,608
nomaiza,11488.8,98.168,137944,609
Asde,11487.2,97.6431,119049,610
Dr Strange,11483.4,98.0226,68166,611
NinjaFish,11478.7,98.7122,246455,612
akavat,11476.1,98.7871,56838,612
BronyNL,11473.2,98.1037,135475,613
Num5119,11471.7,98.5018,159422,614
NHarmonia,11471.3,98.9537,239504,615
Jeremy_,11463.9,98.8975,98348,616
ikaNyai,11458.9,96.2894,85417,617
ShaneLiang,11457.2,98.603,99190,618
EzChock,11457,99.289,67797,619
G Eleven,11456.4,96.9538,113136,620
VineOpoly,11455.8,98.7971,125275,621
VulcanV2,11454.6,98.2723,174010,621
liIIy,11448.1,99.0802,87810,624
FunOrange,11447.6,99.1419,90198,625
HAFTBEFEHL,11445.7,98.9299,102617,626
Kelathis,11443.6,96.9802,105323,627
a12456,11442.5,95.2599,180415,628
-Eileen,11441.5,98.4659,112071,629
Reimu-Desu,11436.2,99.3197,124533,630
Neinja,11433.2,97.8566,111751,631
SiNon,11433.1,97.5486,150471,632
Estopa,11431,99.0207,88430,633
Allegrissimo,11428.2,98.7403,79262,634
Arancino,11427.9,98.8529,102382,635
ThePro365,11427.2,99.1885,172515,636
cristi2708,11424.7,98.8138,131420,637
DudsonZ,11424.3,99.2154,111536,638
SAPIN_,11423.1,98.8332,140341,639
Ev1dent,11421,98.2937,93072,639
DonnieGG,11420.6,98.7102,83268,640
Malolat,11419.6,99.3767,128552,641
Ends,11418.7,99.2286,80067,642
amogus gaming2,11418.4,98.9535,129241,643
Malteser,11417.7,98.7748,102635,643
Blobby3000,11417.3,98.8794,102201,644
Vlad,11410.8,99.1525,80947,645
Calcium,11410.2,97.9439,216804,646
[-Lockon-],11409,98.125,148118,647
-Snowy-,11405.8,98.9337,109167,649
Sakayaneegi,11405.4,99.3425,148366,648
Grapheon,11404.9,97.8369,273387,649
WantPrinzThighs,11401.8,98.6962,101800,650
Zeaqk,11400.6,97.8353,82848,653
GoldenMine,11399.9,97.1444,37300,651
Krai,11396.6,99.3041,98526,654
Dragonite,11394.6,97.3603,105694,653
Pain,11394.1,99.2495,137378,654
Po5121314,11386.3,98.4678,62185,656
AstroFP,11384.6,99.3864,138515,658
Qu1z,11378.9,97.7552,91718,659
Hera_,11376.8,97.6871,102401,660
GermanLetsPlay,11375.5,98.7173,83908,661
ouchie oofsie,11373.8,98.1696,160597,662
trevrasher,11370.5,98.0872,70436,663
Orbi,11369.9,98.9845,166319,664
Lexion,11366.5,99.0209,141172,665
Remyuu,11364.7,99.1678,90724,667
Enns,11362.5,99.5374,110716,669
131era,11361.9,98.8413,70845,670
DaHuJlo,11360.1,99.3367,83652,671
MineFrostID,11353.9,98.3118,100222,672
Tatsua,11351.7,99.294,166670,672
Mikah,11344.4,98.9981,128610,673
Besta,11344.4,99.1278,138246,675
Flask,11338.5,99.1119,86203,675
karott90,11332.6,98.8534,120967,677
Kama,11332.3,99.3157,109658,677
